#Customer ID, Service Time (Minutes)
1	0.388511521
2	0.405438395
3	0.424025642
4	0.423477066
5	0.403757989
6	0.413272115
7	0.408072216
8	0.431462751
9	0.407124723
10	0.41046296
11	0.427893219
12	0.390795816
13	0.379187117
14	0.475343062
15	0.419008141
16	0.42088137
17	0.438205761
18	0.364760454
19	0.425917503
20	0.406241894
21	0.441324055
22	0.432176882
23	0.449298927
24	0.465213252
25	0.397361317
26	0.404980739
27	0.419463514
28	0.42544828
29	0.417651845
30	0.438866128
31	0.445061209
32	0.426403958
33	0.430472566
34	0.447900563
35	0.420143654
36	0.413778042
37	0.404588305
38	0.413550474
39	0.409789885
40	0.438922584
41	0.440861036
42	0.320979096
43	0.346419879
44	0.311816011
45	0.314433166
46	0.385615332
47	0.33677405
48	0.363510757
49	0.37350188
50	0.385225798
51	0.351350743
52	0.303497223
53	0.389280785
54	0.386692579
55	0.363109809
56	0.303510311
57	0.295019325
58	0.290328954
59	0.320533942
60	0.433227313
61	0.320201596
62	0.390845351
63	0.355335366
64	0.440014722
65	0.309046437
66	0.392802591
67	0.378017929
68	0.420055836
69	0.411773808
70	0.442010139
71	0.27823225
72	0.402432193
73	0.389300391
74	0.31956376
75	0.333443506
76	0.356660111
77	0.390114577
78	0.384529192
79	0.355852713
80	0.341872401
81	0.281118224
82	0.374299475
83	0.264393504
84	0.363561292
85	0.344845414
86	0.341714629
87	0.368387933
88	0.427778024
89	0.29155156
90	0.359746361
91	0.387614001
92	0.343014553
93	0.32312861
94	0.372130585
95	0.310034086
96	0.340912964
97	0.404885877
98	0.350072257
99	0.293097583
100	0.276608119
101	0.333521789
102	0.394631514
103	0.273253101
104	0.28253629
;
