# ============================================
# INSTANCE: Saltville, Virginia
# ============================================
# Real-world instance for drone-assisted rural delivery
# 58 customers, 158 road network nodes
#
# Problem: Vehicle routing with drone delivery
# Coordinates: Latitude/Longitude (decimal degrees)
# Distances: Feet
# Time: Minutes
# ============================================

# ============================================
# PROBLEM PARAMETERS
# ============================================

# Drone parameters
let flightTime := 30;                    # Maximum drone flight time (minutes)
let droneSpeed := 5720;                  # Drone airspeed (ft/min)
let droneServiceTime[1] := 0.083;        # Takeoff time (minutes)
let droneServiceTime[2] := 0.5;          # Customer service time (minutes)
let droneServiceTime[3] := 0.083;        # Landing time (minutes)

# Vehicle parameters
let vehicleSpeed[1] := 3080;             # Primary road speed (ft/min)
let vehicleSpeed[2] := 2200;             # Secondary road speed (ft/min)
let vehicleSpeed[3] := 880;              # Private road speed (ft/min)

# Algorithm parameters
let StepSize := 84;                      # Discretization step for launch/retrieval points (feet)

# ============================================
# NETWORK SIZE
# ============================================
let n := 158;                            # Number of road network nodes
let customers := 58;                     # Number of customers

# ============================================
# CUSTOMER COORDINATES (Latitude/Longitude)
# ============================================
param :   Xc              Yc           :=
1        -81.85447025    36.88072441
2        -81.84569213    36.86969861
3        -81.85485822    36.88225014
4        -81.85757728    36.87322393
5        -81.84983299    36.87918929
6        -81.85656403    36.87402485
7        -81.839977      36.87786136
8        -81.85842333    36.87339222
9        -81.84910135    36.87862546
10       -81.84865778    36.87826814
11       -81.84891549    36.87832382
12       -81.84793178    36.87868473
13       -81.84861246    36.87763537
14       -81.85098475    36.87901724
15       -81.84146769    36.88071267
16       -81.84072395    36.88143743
17       -81.85699043    36.87406353
18       -81.85670893    36.87380271
19       -81.85726151    36.87397674
20       -81.85037361    36.87912656
21       -81.85030233    36.87872529
22       -81.84048791    36.87657417
23       -81.85091793    36.87839291
24       -81.85362027    36.88031227
25       -81.85319338    36.87996654
26       -81.84851087    36.87807027
27       -81.84762251    36.87734711
28       -81.84744063    36.87657851
29       -81.85392392    36.88065165
30       -81.84693421    36.87137003
31       -81.84549378    36.87135646
32       -81.84580984    36.87138216
33       -81.84644139    36.87517525
34       -81.85536554    36.88170861
35       -81.85385533    36.8814354
36       -81.85239719    36.88200698
37       -81.85295334    36.88077768
38       -81.85316391    36.88075041
39       -81.85208636    36.88049276
40       -81.851472      36.87958074
41       -81.84945287    36.88141849
42       -81.85296614    36.88134218
43       -81.84659897    36.8738735
44       -81.84961738    36.87881495
45       -81.83941843    36.87855437
46       -81.84809975    36.87754325
47       -81.84593734    36.87066192
48       -81.84065376    36.88061482
49       -81.85401924    36.88096621
50       -81.85386892    36.88220173
51       -81.84081151    36.88676942
52       -81.84196821    36.88614391
53       -81.84147985    36.8836906
54       -81.85389833    36.8828322
55       -81.85464522    36.88245077
56       -81.85426291    36.88294993
57       -81.83752417    36.88631329
58       -81.8422539     36.88500489
;

# ============================================
# ROAD NETWORK NODE COORDINATES (Latitude/Longitude)
# ============================================
param :   Xv              Yv           :=
1   -81.83406824    36.88237566
2   -81.8361764     36.88192486
3   -81.83642735    36.88179681
4	-81.83774428	36.88063919
5	-81.837971	36.88033618
6	-81.83808637	36.88002276
7	-81.83820318	36.87970434
8	-81.83839956	36.87950226
9	-81.83876175	36.87933668
10	-81.83911862	36.87928394
11	-81.83977653	36.87923019
12	-81.84029452	36.87910691
13	-81.84064231	36.8788476
14	-81.84076738	36.87869251
15	-81.841009	36.87817156
16	-81.84126929	36.87754904
17	-81.84167554	36.87697265
18	-81.84205073	36.87657313
19	-81.84247457	36.87625464
20	-81.84296049	36.87594812
21	-81.84340794	36.87574965
22	-81.84371988	36.87562424
23	-81.84433761	36.8752926
24	-81.84470944	36.87514524
25	-81.84528643	36.87493304
26	-81.84639671	36.87432436
27	-81.84664587	36.87418867
28	-81.84684175	36.87405392
29	-81.84737489	36.87373228
30	-81.84797095	36.8735294
31	-81.84842316	36.87345644
32	-81.84908278	36.87344243
33	-81.84992791	36.87359966
34	-81.85688086	36.87433771
35	-81.85078017	36.87376711
36	-81.85256176	36.87413883
37	-81.85343086	36.87414356
38	-81.85386217	36.87422675
39	-81.85437095	36.87432822
40	-81.85485008	36.8743655
41	-81.85526965	36.87442323
42	-81.85559475	36.87449539
43	-81.85596075	36.87449455
44	-81.85667874	36.87433111
45	-81.85695373	36.87436105
46	-81.85707668	36.87442416
47	-81.85769727	36.87472762
48	-81.85779936	36.87476219
49	-81.85864048	36.87498411
50	-81.85939305	36.87498148
51	-81.85982909	36.87486491
52	-81.86063136	36.87444356
53	-81.86097123	36.87427171
54	-81.86102625	36.87424389
55	-81.86156575	36.87399003
56	-81.86219239	36.8738498
57	-81.86268004	36.87381523
58	-81.86348982	36.87387037
59	-81.86406651	36.87383805
60	-81.86568857	36.8736198
61	-81.86772549	36.87326871
62	-81.8569109	36.8743211
63	-81.85751275	36.87392938
64	-81.85780224	36.87366894
65	-81.85788361	36.87349759
66	-81.85838681	36.87327364
67	-81.85006301	36.87898124
68	-81.85019459	36.87863051
69	-81.85036703	36.87850673
70	-81.85058225	36.87842227
71	-81.85080134	36.87842563
72	-81.8501067	36.87927339
73	-81.85420407	36.88288252
74	-81.85413799	36.88262606
75	-81.85421115	36.88238022
76	-81.84723712	36.87657798
77	-81.84717448	36.87601156
