#Road network nodes
#Node Number, Y coordinate, X Coordinate
1	-81.836176398	36.881924857
2	-81.836427352	36.881796807
3	-81.837744283	36.880639187
4	-81.837970996	36.880336183
5	-81.838086368	36.880022756
6	-81.838203182	36.879704338
7	-81.838399555	36.879502255
8	-81.838761752	36.879336679
9	-81.839118615	36.879283939
10	-81.839776531	36.879230189
11	-81.840294520	36.879106905
12	-81.840642309	36.878847601
13	-81.840767378	36.878692509
14	-81.841008999	36.878171559
15	-81.841269286	36.877549042
16	-81.841675536	36.876972649
17	-81.842050726	36.876573134
18	-81.842474569	36.876254636
19	-81.842960492	36.875948118
20	-81.843407943	36.875749647
21	-81.843719876	36.875624238
22	-81.844337609	36.875292596
23	-81.844709438	36.875145243
24	-81.845286425	36.874933039
25	-81.846396707	36.874324360
26	-81.846645870	36.874188665
27	-81.846841746	36.874053918
28	-81.847374890	36.873732282
29	-81.847970951	36.873529396
30	-81.848423162	36.873456435
31	-81.849082775	36.873442431
32	-81.849927906	36.873599662
33	-81.850780172	36.873767111
34	-81.852561763	36.874138825
35	-81.853430863	36.874143560
36	-81.853862172	36.874226748
37	-81.854370949	36.874328215
38	-81.854850078	36.874365499
39	-81.855269646	36.874423225
40	-81.855594751	36.874495386
41	-81.855960750	36.874494554
42	-81.856678741	36.874331111
43	-81.856880858	36.874337706
44	-81.856953731	36.874361046
45	-81.857076676	36.874424158
46	-81.857697272	36.874727617
47	-81.857799364	36.874762192
48	-81.858640478	36.874984111
49	-81.859393049	36.874981478
50	-81.859829094	36.874864914
51	-81.860631362	36.874443563
52	-81.860971231	36.874271711
53	-81.861026247	36.874243892
54	-81.861565751	36.873990031
55	-81.862192393	36.873849799
56	-81.862680041	36.873815228
57	-81.863489816	36.873870369
58	-81.864066509	36.873838046
59	-81.865688574	36.873619798
60	-81.867725491	36.873268713
61	-81.854204073	36.882882516
62	-81.854137990	36.882626061
63	-81.854211152	36.882380221
64	-81.847237124	36.876577983
65	-81.847174478	36.876011562
66	-81.846967168	36.875422450
67	-81.846861812	36.874585834
68	-81.846736183	36.874297410
69	-81.840710235	36.886471745
70	-81.840352546	36.885515708
71	-81.839882675	36.884657021
72	-81.854306218	36.882098383
73	-81.854423364	36.881962428
74	-81.854623424	36.881844041
75	-81.854688681	36.881772778
76	-81.854663030	36.881579752
77	-81.854481585	36.881345140
78	-81.853739718	36.880970565
79	-81.853563713	36.880858784
80	-81.853177764	36.880486406
81	-81.852984430	36.880369631
82	-81.852684463	36.880317046
83	-81.851903260	36.880199046
84	-81.851277785	36.879817281
85	-81.839118615	36.879283939
86	-81.839519818	36.878683705
87	-81.839724559	36.878283505
88	-81.840082891	36.876943800
89	-81.856880858	36.874337706
90	-81.856910901	36.874321095
91	-81.857512751	36.873929379
92	-81.857802244	36.873668941
93	-81.857883607	36.873497592
94	-81.841911668	36.883817581
95	-81.841792548	36.883676689
96	-81.841217363	36.883279426
97	-81.840753261	36.882685243
98	-81.840584228	36.882343071
99	-81.840338942	36.881434856
100	-81.840179906	36.881164539
101	-81.839970994	36.880848921
102	-81.840072934	36.880134210
103	-81.839985553	36.879859118
104	-81.839794581	36.879562234
105	-81.850106700	36.879273385
106	-81.850063006	36.878981238
107	-81.850194588	36.878630513
108	-81.850367030	36.878506729
109	-81.850582252	36.878422267
110	-81.851037227	36.879660456
111	-81.850806133	36.879505817
112	-81.850460614	36.879307950
113	-81.850159691	36.879270490
114	-81.843142471	36.890159393
115	-81.843079258	36.889734521
116	-81.842956555	36.889357348
117	-81.842753712	36.888947435
118	-81.842561889	36.888709665
119	-81.842373996	36.888561113
120	-81.841572334	36.888149673
121	-81.841237674	36.887465933
122	-81.841248665	36.887093904
123	-81.841564590	36.886266593
124	-81.841801476	36.885412604
125	-81.841836519	36.885060663
126	-81.841941338	36.883947298
127	-81.846841746	36.874053918
128	-81.846713444	36.873859699
129	-81.846119354	36.871921522
130	-81.839737515	36.884401600
131	-81.839605856	36.884053556
132	-81.839643559	36.883355779
133	-81.839323861	36.881613490
134	-81.839286500	36.880765320
135	-81.850106700	36.879273385
136	-81.849899597	36.879309529
137	-81.849653570	36.879315851
138	-81.849424569	36.879243362
139	-81.849248788	36.879136377
140	-81.848997007	36.878898383
141	-81.848566726	36.878565619
142	-81.848213583	36.878392925
143	-81.848114149	36.878310542
144	-81.847821956	36.877813873
145	-81.847530980	36.877422290
146	-81.847347353	36.877059931
147	-81.847263615	36.876701034
148	-81.846094570	36.871851110
149	-81.845689832	36.870659495
150	-81.845624376	36.870481023
151	-81.845264622	36.869787390
152	-81.845126747	36.869608557
153	-81.844443505	36.869008262
154	-81.843072704	36.867942462
155	-81.842005470	36.867320789
156	-81.841482319	36.866937175
157	-81.840676782	36.865888921
;

#Node, Node, Distance (Feet)
2	1	638.0726423
3	2	86.95509912
4	3	570.9758479
5	4	128.7167529
6	5	119.0012555
7	6	120.863535
8	7	93.34157272
9	8	121.8918441
10	9	106.131837
11	10	193.4291187
12	11	158.0182869
13	12	138.7864258
14	13	67.28202733
15	14	202.4128095
16	15	239.0988351
17	16	241.1672208
18	17	182.2156724
19	18	169.7569937
20	19	180.7131497
21	20	149.505923
22	21	102.0300429
23	22	217.3242559
24	23	121.2758753
25	24	185.6185804
26	25	393.1784121
27	26	88.0505684
28	27	75.43073219
29	28	195.0250431
30	29	189.3596398
31	30	134.9200211
32	31	193.0149151
33	32	253.7560104
35	33	256.647458
36	35	538.4276668
37	36	254.2294746
38	37	129.7484082
39	38	153.3407382
40	39	140.8072869
41	40	124.5156169
42	41	98.65988602
43	42	107.059645
44	43	218.2893579
45	44	22.94773932
46	45	42.67728802
47	46	212.5115898
48	47	32.40791543
49	48	258.9627242
50	49	220.1369762
51	50	134.4232277
52	51	280.3678463
53	52	117.4672339
54	53	19.01504197
55	54	182.8874464
56	55	190.2798823
57	56	143.1985465
58	57	237.7204589
59	58	169.1012275
60	59	481.086622
61	60	609.3890065
34	62	10.66798348
62	63	226.570201
63	64	127.1312697
64	65	66.77239969
65	66	168.2689907
72	67	107.1335447
67	68	133.3702119
68	69	67.64069536
69	70	70.06151981
70	71	64.09319053
73	74	95.35282475
74	75	92.03084532
75	81	106.3155428
76	77	207.0420023
77	78	222.8982186
78	79	306.1603419
79	80	111.2570556
80	27	47.59747004
81	82	60.20169079
82	83	72.67648206
83	84	32.21044228
84	85	70.67866358
85	86	100.563877
86	87	256.2861485
87	88	65.62392165
88	89	176.4231907
89	90	70.7487556
90	91	89.80203208
91	92	232.4983278
92	93	229.7599129
93	94	90.6145438
94	95	87.97089401
95	96	124.1111579
96	97	89.06862663
97	72	15.53535394
72	98	61.98934061
98	99	71.99821217
99	100	71.99366086
100	101	64.50418661
101	102	113.7193012
102	103	174.6957352
103	104	120.9254813
104	105	41.78028974
105	106	200.0129218
106	107	166.0442615
107	108	142.4464279
108	109	132.9474148
109	76	45.46707496
110	111	363.4664624
111	112	341.5117145
112	116	102.2296608
10	113	248.0544941
113	114	157.5363184
114	115	498.9101895
115	121	65.30253539
116	117	132.4417729
117	118	254.2947389
118	119	641.2091229
119	120	309.0056803
