#Customer ID, Service Time (Minutes)
1	0.415806642
2	0.482317686
3	0.571173401
4	0.49144581
5	0.494867871
6	0.472668812
7	0.49821928
8	0.509097788
9	0.500978212
10	0.462938132
11	0.4868975
12	0.485628768
13	0.503204011
14	0.493995823
15	0.495333848
16	0.498051634
17	0.469083434
18	0.460860456
19	0.462935739
20	0.486006024
21	0.503531586
22	0.520915543
23	0.483341397
24	0.479101804
25	0.487253792
26	0.614196724
27	0.477374023
28	0.551228774
29	0.509802677
30	0.537989888
31	0.46564162
32	0.481293232
33	0.507852223
34	0.510097684
35	0.492255479
36	0.471054353
37	0.486861591
38	0.497966332
39	0.489390141
40	0.496433974
41	0.520326863
42	0.493626045
43	0.475609937
44	0.516319947
45	0.504626068
46	0.553563974
47	0.558118929
48	0.484454047
49	0.509706785
50	0.467056732
51	0.50039521
52	0.521301277
53	0.582840688
54	0.454096238
55	0.475747245
56	0.416240765
57	0.50461767
58	0.485636183;
